front,back,sentence,tags,deck
かんそく【観測】,名他サ：観察 (事物) (天・天気等) 観測,,日文N2單字,日文N2單字
かんぱい,名‧自サ：乾杯,,日文N2單字,日文N2單字
【管理】,名・他サ：管理・管控 保管,,日文N2單字,日文N2單字
【完了】,名・自他サ：完了・完成,,日文N2單字,日文N2單字
かんわ【漢和】,名：漢和辭典的簡稱,,日文N2單字,日文N2單字
【期】,名：時期 時機 季節(預定的) 時日,,日文N2單字,日文N2單字
【気温】,名：氣溫,,日文N2單字,日文N2單字
きげん【機嫌】,"名：心情,情緒",,日文N2單字,日文N2單字
きこう,名：氣候,,日文N2單字,日文N2單字
きしょう【起床】,名・自サ：起床,,日文N2單字,日文N2單字
きそ【基礎】,名：基石基礎根基地基,,日文N2單字,日文N2單字
きちょう【貴重】,名、な形動：貴重、寶貴、珍貴,,日文N2單字,日文N2單字
きつい,形：厳属的・巌苛的・剛強要・緊的・小的・強烈的・累人・費力,,日文N2單字,日文N2單字
ぎっしり,副：(装或的) 滿滿的,,日文N2單字,日文N2單字
きにいる,連語：稱心如意、喜歡、寵愛、尬意,,日文N2單字,日文N2單字
きにゅう,名他サ：填入・記上・寫入＝書く,,日文N2單字,日文N2單字
きふ【寄付‧寄附】,名他サ：捐贈・捐助・捐款,,日文N2單字,日文N2單字
きみょう,な形動：奇怪出奇奇妙,,日文N2單字,日文N2單字
ぎもん,名：疑問疑惑,,日文N2單字,日文N2單字
きゅうしん,名‧他サ：停診,,日文N2單字,日文N2單字
きゅうそく,名自サ：休息,,日文N2單字,日文N2單字
きよう,名、な形動：靈巧・精巧・手藝巧妙・精明&lt;正面、用於性格心情心理&gt;,,日文N2單字,日文N2單字
きょうじゅ【教授】,名自サ：教授 講教,,日文N2單字,日文N2單字
きょうどう【共同】,名自サ：共同,,日文N2單字,日文N2單字
きょうふ【恐怖】,名・自サ：恐怖・害怕,,日文N2單字,日文N2單字
きょうふう,名：強風,,日文N2單字,日文N2單字
きょうりょく,"名・形動：強大,力量大,強而有力",,日文N2單字,日文N2單字
ぎょぎょう【漁業】,"名：漁業,水產樂",,日文N2單字,日文N2單字
きらきら,副‧自サ：閃耀,,日文N2單字,日文N2單字
ぎろん,「議論」名・他サ：申論・討論・爭辯,,日文N2單字,日文N2單字
くいき【区域】,名：區域,,日文N2單字,日文N2單字
ぐうすう【偶数】,名：偶数，雙數類：奇数[きすう],,日文N2單字,日文N2單字
くしゃみ,名：打噴嚏類：咳[せき]咳嗽,,日文N2單字,日文N2單字
くじょう【苦情】,"名：不滿意,抱怨＝クレーム",,日文N2單字,日文N2單字
ぐずつく【愚図つく 】,自五: 陰天，動作湿緩延,,日文N2單字,日文N2單字
くずれる【崩れる】,自下一：崩潰，散去，潰敗，粉碎，行情下跌崩れ-名詞*崩す[他V],,日文N2單字,日文N2單字
くち【ロ】,名。接尾：口，嘴，用嘴說話。口味，人口，人數，出入存取物品的地方，放入口中或動口的次數，股，份,,日文N2單字,日文N2單字
くどい,形：冗長乏味的(味道) 過於的,,日文N2單字,日文N2單字
くぼむ【窪む】,自五：凹下，塌陷,,日文N2單字,日文N2單字
くれる【暮れる,自下一：天黒‧日暮，過去，不知所措，束手無策,,日文N2單字,日文N2單字
くわえる【加える】,他下一：加・加上,,日文N2單字,日文N2單字
けいき【景気】,名： (事物的) 活動状態・活潑・精力旺盛，（經濟的）景氣,,日文N2單字,日文N2單字
けいこう【傾向】,名：(事物的) 頃向，趨勢類：成り行き (なりゆき),,日文N2單字,日文N2單字
けいしき,名：形式・様式: 方式&nbsp;,,日文N2單字,日文N2單字
げいのう,名：（劇電影 音樂 舞蹈等的總稱) 演藝‧文藝‧文娛.,,日文N2單字,日文N2單字
けいび【警備】,名、他サ：警備‧戒備,,日文N2單字,日文N2單字
けっかん【欠陥】,"名：缺陷,致命的缺點.＊只能用在機能上構造上的缺陷，容易引起事故",,日文N2單字,日文N2單字
けっさく【傑作】,名：傑作,,日文N2單字,日文N2單字
けってん【欠点】,名：缺點、欠缺、毛病,,日文N2單字,日文N2單字
けわしい【険しい】,形：(情況等）陡峭，險峻，嚴峻； (表情等）可怕・粗暴・嚴肅&nbsp;,,日文N2單字,日文N2單字
げん【現】,名漢造：現，現在的&nbsp;,,日文N2單字,日文N2單字
けんぎょ【謙虚】な,N、な形動：謙虚、虛心＜人品上＞,,日文N1單字,日文N1單字
けんしゅう,名・他サ：進修培訓,,日文N2單字,日文N2單字
げんじゅう　な,な形動：嚴重;嚴格,,日文N1單字,日文N1單字
けんせつ【建設】,名他サ：建設＝建てる[他V]N4,,日文N2單字,日文N2單字
こいしい【恋しい】,形：思慕的，眷戀的・懷念的,,日文N2單字,日文N2單字
こう【請う】,他五：請求 希望 ( 「請う」的な形跟で形分別 「請うた」「請うて」)類：頼む　懇求,,日文N2單字,日文N2單字
こうえん【講演】,名・自サ：演説 講演,,日文N2單字,日文N2單字
ごうか【豪華】,"名、な形：奢華的,豪華的",,日文N2單字,日文N2單字
こうがい【公害】,名： (汚水音等造成的) 公害,,日文N2單字,日文N2單字
こうかてき【効果的】,形動：有效的,,日文N2單字,日文N2單字
こうけん【貢献】,名、自サ：貢献,,日文N2單字,日文N2單字
こうそう【高層】,名：高空高 : 高層,,日文N2單字,日文N2單字
こうぞう【構造】,名：構造，結構,,日文N2單字,日文N2單字
こうとう【高等】,名形動：高等上等・高級,,日文N2單字,日文N2單字
こうどう【行動】,名、自サ：行動・行為,,日文N2單字,日文N2單字
ごうとう【強盗】,名：強盜:行搶,,日文N2單字,日文N2單字
コーチ【coach】,名・他サ：教練・技術指導 教練,,日文N2單字,日文N2單字
こくふく【克服】,名他サ：克服,,日文N2單字,日文N2單字
こげる【焦げる】,自下一：烤焦，燒焦，糊，曬褪色,,日文N2單字,日文N2單字
こっせつ【骨折】,名、他サ：骨折,,日文N2單字,日文N2單字
こっそり,"副：悄悄地偷偷地,暗暗地",,日文N2單字,日文N2單字
ことなる,自五：不同，不一樣反：同じ,,日文N2單字,日文N2單字
ことわる【断る】,他五：拒絕、預先通知、事前講示、謝絶,,日文N3單字,日文N3單字
ころがる【転がる】,自五：滾動・轉動: 倒下・躺下:擺著，放著,,日文N2單字,日文N2單字
ころぶ【転ぶ】,自五：跌倒，摔倒，倒下:趨勢發展，事態變化（表人的狀態）,,日文N3單字,日文N3單字
こわがる【怖がる】,自五：害怕,,日文N2單字,日文N2單字
コンクール【concours】,法文，名：比賽・競賽會・競演會＝コンテスト,,日文N2單字,日文N2單字
コンクリート【concrete】,名：混凝土，具體的,,日文N2單字,日文N2單字
コンセント【consent】,名：電線插座,,日文N2單字,日文N2單字
こんらん【混乱】,名自サ：混亂,,日文N2單字,日文N2單字
サービス【service】,名・自他サ：售後服務・服務 接待･侍候 (商店) 廉價出售・ 附帯商品出售,,日文N2單字,日文N2單字
さいかい【再開】,名‧自他サ：重新進行,,日文N2單字,日文N2單字
さいさん【再三】,副：屢次，再三,,日文N2單字,日文N2單字
さいそく,【名・他サ】催促，催討,,日文N2單字,日文N2單字
さいのう【才能】,名：才能・オ幹,,日文N2單字,日文N2單字
さいばん【裁判】,名、他サ：裁判‧審判,,日文N2單字,日文N2單字
さいよう【採用】,名、他サ：採用 (意見)、錄用 (人員),,日文N2單字,日文N2單字
さいわい【幸い】な,名・形動・副：幸運 幸福: 幸好，在對....有幫助，對....有利，起好影響,,日文N2單字,日文N2單字
サイン【sign】,名自サ：署名・簽字・記號・暗號・信號・作記號,,日文N2單字,日文N2單字
さからう,自五：逆反方向。違背，抗拒,,日文N2單字,日文N2單字
さぎょう【作業】,名・自サ：工作・操作・作業・勞動,,日文N2單字,日文N2單字
さく【裂く】,他五：撕開 切開 分出‧分裂 破裂,,日文N2單字,日文N2單字
さくせい【作製】,名他サ：製造類：制作【せいさく】 創作；製作；作品,,日文N2單字,日文N2單字
さばく【砂漠】,名：沙漠,,日文N2單字,日文N2單字
錆びる,自上一：生鏽‧長鏽‧（聲音）蒼老,,日文N2單字,日文N2單字
さまたげる,【妨げる】他下一：阻礙・妨礙・阻攔・阻饒,,日文N2單字,日文N2單字
さんこう,名・他サ：參考借鑑,,日文N2單字,日文N2單字
